Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Stantec UK Limited Ireland Branch,Submit Leavers,2026-05-22 12:04:54.208000Z,171661M,Completed,Active
Aon,Submit Leavers,2026-05-22 11:55:32.113000Z,171674M,Completed,Active
Aon,Submit Leavers,2026-05-22 11:43:59.158000Z,171674M,Received,Active
Stantec UK Limited Ireland Branch,Submit Leavers,2026-05-22 11:32:01.797000Z,171661M,Received,Active
Aon,Submit Leavers,2026-05-22 11:30:57.511000Z,171674M,Submitted,Active
Brown Thomas and Co Limited,Submit Leavers,2026-05-22 11:29:20.353000Z,171489M,Completed,Active
Northgate Vehicle Hire Ireland Ltd,Submit Leavers,2026-05-22 11:20:07.181000Z,171649M,Received,Active
Tandem Project Management Limited,Submit Leavers,2026-05-22 11:20:00.715000Z,171650M,Received,Active
DLA Piper Ireland LLP,Submit Leavers,2026-05-22 11:19:59.782000Z,171645M,Received,Active
Stantec UK Limited Ireland Branch,Submit Leavers,2026-05-22 11:13:17.658000Z,171661M,Submitted,Active
Tandem Project Management Limited,Submit Leavers,2026-05-22 11:00:55.486000Z,171650M,Submitted,Active
Northgate Vehicle Hire Ireland Ltd,Submit Leavers,2026-05-22 11:00:11.618000Z,171649M,Submitted,Active
DLA Piper Ireland LLP,Submit Leavers,2026-05-22 10:55:45.289000Z,171645M,Submitted,Active
Glennon Employee Benefits,Submit Leavers,2026-05-22 10:00:14.117000Z,169756M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-22 08:27:23.937000Z,171497M,Completed,Active
Cumann Luthchleas Gael,Submit Leavers,2026-05-22 08:22:48.197000Z,169567M,Completed,Active
Glennon Employee Benefits,Submit Leavers,2026-05-22 08:20:51.086000Z,168923M,Completed,Active
Slieve Russell Hotels,Submit Leavers,2026-05-22 08:20:34.411000Z,169769M,Completed,Active
Revolut Ltd,Submit Leavers,2026-05-22 08:20:28.005000Z,170402M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-22 07:51:21.729000Z,171497M,Received,Active
Mason Hayes and Curran,Submit Leavers,2026-05-22 07:36:00.478000Z,169508M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-22 07:29:19.656000Z,171497M,Submitted,Active
Brown Thomas and Co Limited,Submit Leavers,2026-05-22 07:16:13.861000Z,171489M,Received,Active
Brown Thomas and Co Limited,Submit Leavers,2026-05-22 06:52:10.493000Z,171489M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 21:49:04.278000Z,170886M,Completed,Active
SYS Financial Planning,Submit Leavers,2026-05-21 20:06:58.872000Z,169469M,Completed,Active
SGS Ireland Limited,Submit Leavers,2026-05-21 16:00:49.497000Z,171152M,Completed,Active
St Hildas Services CLG,Submit Leavers,2026-05-21 15:39:43.287000Z,159787M,Completed,Active
SGS Ireland Limited,Submit Leavers,2026-05-21 15:07:35.899000Z,169447M,Completed,Active
Etrawler Unlimited Company,Submit Leavers,2026-05-21 15:06:55.268000Z,169788M,Completed,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-05-21 14:58:48.917000Z,170152M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-21 14:54:03.274000Z,170123M,Completed,Active
Pramerica Systems Ireland Ltd,Submit Leavers,2026-05-21 14:38:01.170000Z,169162M,Completed,Active
SGS Ireland Limited,Submit Leavers,2026-05-21 14:36:00.338000Z,171152M,Received,Active
ICE Data Services Ire Ltd Pension Plan,Submit Leavers,2026-05-21 14:35:59.816000Z,171151M,Received,Active
SGS Ireland Limited,Submit Leavers,2026-05-21 14:23:21.846000Z,171152M,Submitted,Active
ICE Data Services Ire Ltd Pension Plan,Submit Leavers,2026-05-21 14:21:45.277000Z,171151M,Submitted,Active
Sandvik Mining and Construction Logistics,Submit Leavers,2026-05-21 13:58:08.929000Z,171113M,Received,Active
Sandvik Mining and Construction Logistics,Submit Leavers,2026-05-21 13:41:06.478000Z,171113M,Submitted,Active
NeoDyne Limited,Submit Leavers,2026-05-21 13:32:34.570000Z,171068M,Received,Active
BOC Gases Ireland Limited,Submit Leavers,2026-05-21 13:26:38.846000Z,171013M,Completed,Active
Renaissance Services of Europe Limited,Submit Leavers,2026-05-21 13:19:07.452000Z,171059M,Received,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-05-21 13:17:39.042000Z,169145M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-21 13:10:47.230000Z,170987M,Completed,Active
NeoDyne Limited,Submit Leavers,2026-05-21 13:07:14.726000Z,171068M,Submitted,Active
Cohesity International Limited,Submit Leavers,2026-05-21 13:03:09.480000Z,171053M,Received,Active
Renaissance Services of Europe Limited,Submit Leavers,2026-05-21 12:49:51.348000Z,171059M,Submitted,Active
Cohesity International Limited,Submit Leavers,2026-05-21 12:44:54.317000Z,171053M,Submitted,Active
BOC Gases Ireland Limited,Submit Leavers,2026-05-21 12:17:47.272000Z,171013M,Received,Active
BOC Gases Ireland Limited,Submit Leavers,2026-05-21 11:58:08.814000Z,171013M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-21 11:47:09.193000Z,170987M,Received,Active
Amcor Flexibles Sligo Ltd,Submit Leavers,2026-05-21 11:47:08.591000Z,170983M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 11:15:11.876000Z,170882M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-21 11:11:07.807000Z,170987M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 11:10:34.304000Z,170880M,Completed,Active
Amcor Flexibles Sligo Ltd,Submit Leavers,2026-05-21 11:10:09.087000Z,170983M,Submitted,Active
RSA Insurance Ireland DAC,Submit Leavers,2026-05-21 11:08:21.164000Z,170949M,Received,Active
MongoDB Limited,Submit Leavers,2026-05-21 11:06:06.930000Z,169203M,Completed,Active
Viatel Ireland Ltd,Submit Leavers,2026-05-21 10:48:33.487000Z,170935M,Received,Active
RSA Insurance Ireland DAC,Submit Leavers,2026-05-21 10:39:31.191000Z,170949M,Submitted,Active
HMH Pension Scheme,Submit Leavers,2026-05-21 10:32:30.852000Z,170909M,Received,Active
Vantage Data Centers Ireland Ltd,Submit Leavers,2026-05-21 10:32:23.168000Z,170907M,Received,Active
Viatel Ireland Ltd,Submit Leavers,2026-05-21 10:26:26.811000Z,170935M,Submitted,Active
HMH Pension Scheme,Submit Leavers,2026-05-21 10:02:30.941000Z,170909M,Submitted,Active
Vantage Data Centers Ireland Ltd,Submit Leavers,2026-05-21 10:00:34.443000Z,170907M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:55:29.657000Z,170886M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:55:27.790000Z,170885M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:55:26.157000Z,170882M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:55:17.937000Z,170880M,Received,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:35:34.108000Z,170886M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:34:21.266000Z,170885M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:32:32.727000Z,170882M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-05-21 09:31:38.381000Z,170880M,Submitted,Active
Kerry Group Plc,Submit Leavers,2026-05-21 09:05:19.409000Z,168496M,Completed,Active
Kerry Group Plc,Submit Leavers,2026-05-21 09:01:37.805000Z,168494M,Completed,Active
Viatris Pension Plan,Submit Leavers,2026-05-21 07:24:42.854000Z,169204M,Completed,Active
SymphonyAI Netreveal Ireland Limited,Submit Leavers,2026-05-21 07:17:42.371000Z,169003M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-20 15:32:16.578000Z,169167M,Completed,Active
Caredoc,Submit Leavers,2026-05-20 15:25:43.948000Z,169625M,Completed,Active
Crosscare,Submit Leavers,2026-05-20 15:22:26.391000Z,170413M,Received,Active
Revolut Ltd,Submit Leavers,2026-05-20 15:10:49.940000Z,170402M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-20 15:10:43.500000Z,170399M,Received,Active
Crosscare,Submit Leavers,2026-05-20 15:10:24.244000Z,170413M,Submitted,Active
Korn Ferry IE Limited,Submit Leavers,2026-05-20 15:02:23.260000Z,168316M,Cancelled,Active
Brinks Cash Services  Ireland  Limited,Submit Leavers,2026-05-20 14:58:40.353000Z,168354M,Cancelled,Active
Revolut Ltd,Submit Leavers,2026-05-20 14:53:27.106000Z,170402M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-20 14:49:43.057000Z,170399M,Submitted,Active
Techrete Ireland Limited,Submit Leavers,2026-05-20 13:52:34.922000Z,170320M,Received,Active
Joseph G Byrne and Sons Consulting Actuaries,Submit Leavers,2026-05-20 13:37:26.101000Z,157959M,Completed,Active
Techrete Ireland Limited,Submit Leavers,2026-05-20 13:34:09.867000Z,170320M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-20 12:57:25.420000Z,170263M,Received,Active
Entain Group,Submit Leavers,2026-05-20 12:52:14.081000Z,168497M,Completed,Active
Brinks Cash Services  Ireland  Limited,Submit Leavers,2026-05-20 12:44:22.332000Z,170240M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-20 12:42:05.137000Z,170263M,Submitted,Active
Brinks Cash Services  Ireland  Limited,Submit Leavers,2026-05-20 12:28:42.806000Z,170240M,Submitted,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-05-20 10:38:52.375000Z,170152M,Received,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-20 10:26:00.414000Z,170120M,Received,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-20 10:25:59.338000Z,170123M,Received,Active
Hertz Europe Service Centre Limited,Submit Leavers,2026-05-20 10:25:01.069000Z,170152M,Submitted,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-20 10:02:59.462000Z,170123M,Submitted,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-20 10:01:54.619000Z,170120M,Submitted,Active
Hitachi Energy Ireland Limited,Submit Leavers,2026-05-20 09:48:17.774000Z,170080M,Received,Active
Hitachi Energy Ireland Limited,Submit Leavers,2026-05-20 09:30:33.080000Z,170080M,Submitted,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 18:15:02.220000Z,169772M,Completed,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 18:10:25.133000Z,169770M,Completed,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 18:05:23.702000Z,169768M,Completed,Active
Etrawler Unlimited Company,Submit Leavers,2026-05-19 15:13:43.896000Z,169788M,Received,Active
Etrawler Unlimited Company,Submit Leavers,2026-05-19 14:49:10.608000Z,169788M,Submitted,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 14:48:24.320000Z,169770M,Received,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 14:48:19.656000Z,169772M,Received,Active
Slieve Russell Hotels,Submit Leavers,2026-05-19 14:48:19.486000Z,169769M,Received,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 14:48:18.675000Z,169768M,Received,Active
Glennon Employee Benefits,Submit Leavers,2026-05-19 14:36:26.252000Z,169756M,Received,Active
Viatel Ireland Ltd,Submit Leavers,2026-05-19 14:36:18.143000Z,169740M,Received,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 14:32:51.451000Z,169772M,Submitted,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 14:31:34.250000Z,169770M,Submitted,Active
Slieve Russell Hotels,Submit Leavers,2026-05-19 14:30:01.578000Z,169769M,Submitted,Active
Novo Nordisk Ltd,Submit Leavers,2026-05-19 14:29:52.937000Z,169768M,Submitted,Active
Glennon Employee Benefits,Submit Leavers,2026-05-19 14:20:32.074000Z,169756M,Submitted,Active
Viatel Ireland Ltd,Submit Leavers,2026-05-19 14:13:39.343000Z,169740M,Submitted,Active
Snap On Equipment Europe Ltd,Submit Leavers,2026-05-19 13:58:52.536000Z,169709M,Received,Active
Matheson Support Services Unlimited Co,Submit Leavers,2026-05-19 13:54:45.882000Z,169182M,Completed,Active
Snap On Equipment Europe Ltd,Submit Leavers,2026-05-19 13:37:19.293000Z,169709M,Submitted,Active
Griffin Global Asset Management DAC,Submit Leavers,2026-05-19 13:11:54.517000Z,169634M,Completed,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-19 12:29:18.602000Z,167718M,Completed,Active
Griffin Global Asset Management DAC,Submit Leavers,2026-05-19 12:14:15.113000Z,169634M,Received,Active
Griffin Global Asset Management DAC,Submit Leavers,2026-05-19 11:49:35.642000Z,169634M,Submitted,Active
Caredoc,Submit Leavers,2026-05-19 11:49:12.920000Z,169625M,Received,Active
Glennon Employee Benefits,Submit Leavers,2026-05-19 11:37:18.469000Z,169611M,Received,Active
Caredoc,Submit Leavers,2026-05-19 11:36:03.418000Z,169625M,Submitted,Active
National Advocacy Service for People with Disabilities,Submit Leavers,2026-05-19 11:29:11.237000Z,169572M,Completed,Active
Glennon Employee Benefits,Submit Leavers,2026-05-19 11:14:59.264000Z,169611M,Submitted,Active
National Advocacy Service for People with Disabilities,Submit Leavers,2026-05-19 11:01:01.082000Z,169572M,Received,Active
HelsinnBirex Pharmaceuticals Ltd,Submit Leavers,2026-05-19 10:58:29.910000Z,169421M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-19 10:48:52.839000Z,161327M,Completed,Active
Cumann Luthchleas Gael,Submit Leavers,2026-05-19 10:48:02.799000Z,169567M,Received,Active
National Advocacy Service for People with Disabilities,Submit Leavers,2026-05-19 10:45:01.234000Z,169572M,Submitted,Active
Cumann Luthchleas Gael,Submit Leavers,2026-05-19 10:34:32.286000Z,169567M,Submitted,Active
Mason Hayes and Curran,Submit Leavers,2026-05-19 09:58:24.147000Z,169508M,Received,Active
Mason Hayes and Curran,Submit Leavers,2026-05-19 09:36:19.922000Z,169508M,Submitted,Active
SYS Financial Planning,Submit Leavers,2026-05-19 09:21:23.623000Z,169469M,Received,Active
SYS Financial Planning,Submit Leavers,2026-05-19 09:01:16.643000Z,169469M,Submitted,Active
Arachas Corporate Brokers Ltd,Submit Leavers,2026-05-19 08:59:39.698000Z,167644M,Completed,Active
SGS Ireland Limited,Submit Leavers,2026-05-19 08:56:00.436000Z,169447M,Received,Active
SGS Ireland Limited,Submit Leavers,2026-05-19 08:42:13.547000Z,169447M,Submitted,Active
Synergy Health Ireland Limited,Submit Leavers,2026-05-19 08:41:24.612000Z,166353M,Completed,Active
United Technologies Research Centre Irl Ltd,Submit Leavers,2026-05-19 08:33:44.020000Z,166561M,Completed,Active
HelsinnBirex Pharmaceuticals Ltd,Submit Leavers,2026-05-19 08:19:29.627000Z,169421M,Received,Active
HelsinnBirex Pharmaceuticals Ltd,Submit Leavers,2026-05-19 07:53:08.983000Z,169421M,Submitted,Active
Quasar Med IE QIE Ltd,Submit Leavers,2026-05-19 00:51:07.420000Z,169205M,Completed,Active
The Agricultural Trust,Submit Leavers,2026-05-19 00:03:45.296000Z,169146M,Completed,Active
Quasar Med IE QIE Ltd,Submit Leavers,2026-05-18 16:44:42.596000Z,169205M,Received,Active
Viatris Pension Plan,Submit Leavers,2026-05-18 16:44:38.157000Z,169204M,Received,Active
MongoDB Limited,Submit Leavers,2026-05-18 16:44:34.751000Z,169203M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 16:40:27.188000Z,168949M,Completed,Active
Quasar Med IE QIE Ltd,Submit Leavers,2026-05-18 16:22:03.294000Z,169205M,Submitted,Active
Viatris Pension Plan,Submit Leavers,2026-05-18 16:21:29.819000Z,169204M,Submitted,Active
MongoDB Limited,Submit Leavers,2026-05-18 16:18:43.047000Z,169203M,Submitted,Active
Matheson Support Services Unlimited Co,Submit Leavers,2026-05-18 16:11:53.999000Z,169182M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 16:10:43.041000Z,168942M,Completed,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-18 16:00:27.394000Z,169167M,Received,Active
Matheson Support Services Unlimited Co,Submit Leavers,2026-05-18 15:53:46.725000Z,169182M,Submitted,Active
Pramerica Systems Ireland Ltd,Submit Leavers,2026-05-18 15:48:41.890000Z,169162M,Received,Active
Kirwan Pike Insurance and Fin Servs,Submit Leavers,2026-05-18 15:37:52.372000Z,169167M,Submitted,Active
Union Of The Sisters Of The Presentation,Submit Leavers,2026-05-18 15:34:25.650000Z,167041M,Cancelled,Active
Pramerica Systems Ireland Ltd,Submit Leavers,2026-05-18 15:23:14.412000Z,169162M,Submitted,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-05-18 15:21:15.688000Z,169145M,Received,Active
The Agricultural Trust,Submit Leavers,2026-05-18 15:21:14.980000Z,169146M,Received,Active
Viatris Pension Plan,Submit Leavers,2026-05-18 15:05:19.907000Z,166966M,Completed,Active
The Agricultural Trust,Submit Leavers,2026-05-18 15:03:01.551000Z,169146M,Submitted,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-05-18 15:01:20.795000Z,169145M,Submitted,Active
Datalec Precision Installations Limited,Submit Leavers,2026-05-18 13:41:35.275000Z,167270M,Cancelled,Active
St Christophers Services CLG,Submit Leavers,2026-05-18 13:33:37.960000Z,166338M,Completed,Active
BOC Gases Ireland Limited,Submit Leavers,2026-05-18 12:43:29.264000Z,167334M,Completed,Active
SymphonyAI Netreveal Ireland Limited,Submit Leavers,2026-05-18 11:25:58.922000Z,169003M,Received,Active
Coupa Operations Inc,Submit Leavers,2026-05-18 11:22:23.134000Z,168891M,Completed,Active
SymphonyAI Netreveal Ireland Limited,Submit Leavers,2026-05-18 11:08:52.365000Z,169003M,Submitted,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-18 10:37:06.468000Z,167196M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 10:18:24.761000Z,168949M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 10:06:22.377000Z,168942M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 09:56:11.665000Z,168949M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 09:47:52.394000Z,168942M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-05-18 09:36:13.608000Z,167213M,Completed,Active
Glennon Employee Benefits,Submit Leavers,2026-05-18 09:30:41.786000Z,168923M,Received,Active
FDC Group,Submit Leavers,2026-05-18 09:16:51.338000Z,158046M,Completed,Active
Glennon Employee Benefits,Submit Leavers,2026-05-18 09:13:02.976000Z,168923M,Submitted,Active
Coupa Operations Inc,Submit Leavers,2026-05-18 08:49:52.861000Z,168891M,Received,Active
Coupa Operations Inc,Submit Leavers,2026-05-18 08:29:27.809000Z,168891M,Submitted,Active
Spearline Labs Limited,Submit Leavers,2026-05-18 08:26:02.777000Z,168858M,Completed,Active
Spearline Labs Limited,Submit Leavers,2026-05-18 07:14:57.044000Z,168858M,Received,Active
Spearline Labs Limited,Submit Leavers,2026-05-18 06:58:07.645000Z,168858M,Submitted,Active
Net Zero Group,Submit Leavers,2026-05-18 06:11:54.794000Z,168756M,Completed,Active
Net Zero Group,Submit Leavers,2026-05-16 20:11:14.341000Z,168756M,Received,Active
Net Zero Group,Submit Leavers,2026-05-16 19:48:33.906000Z,168756M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-16 09:06:42.939000Z,167749M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-16 08:39:52.154000Z,166948M,Completed,Active
Blackrock Health,Submit Leavers,2026-05-15 15:41:18.255000Z,166935M,Completed,Active
Irish Business and Employers Confederation,Submit Leavers,2026-05-15 15:28:46.695000Z,168424M,Completed,Active
Kerry Group Plc,Submit Leavers,2026-05-15 15:20:22.079000Z,168494M,Received,Active
Entain Group,Submit Leavers,2026-05-15 15:20:16.846000Z,168497M,Received,Active
Entain Group,Submit Leavers,2026-05-15 15:20:14.955000Z,168499M,Received,Active
Kerry Group Plc,Submit Leavers,2026-05-15 15:20:14.361000Z,168496M,Received,Active
Entain Group,Submit Leavers,2026-05-15 14:56:44.285000Z,168499M,Submitted,Active
Entain Group,Submit Leavers,2026-05-15 14:54:50.418000Z,168497M,Submitted,Active
Kerry Group Plc,Submit Leavers,2026-05-15 14:54:28.657000Z,168496M,Submitted,Active
Kerry Group Plc,Submit Leavers,2026-05-15 14:53:11.724000Z,168494M,Submitted,Active
Glennon Employee Benefits,Submit Leavers,2026-05-15 14:15:20.275000Z,166369M,Completed,Active
I T Alliance Group Ltd,Submit Leavers,2026-05-15 14:05:44.226000Z,167197M,Completed,Active
Irish Business and Employers Confederation,Submit Leavers,2026-05-15 13:42:55.498000Z,168424M,Received,Active
Irish Business and Employers Confederation,Submit Leavers,2026-05-15 13:20:37.680000Z,168424M,Submitted,Active
Bidvest Noonan  ROI  Limited,Submit Leavers,2026-05-15 13:09:36.158000Z,166455M,Completed,Active
Caragh Tool and Die Ltd,Submit Leavers,2026-05-15 12:46:50.987000Z,166481M,Completed,Active
Brinks Cash Services  Ireland  Limited,Submit Leavers,2026-05-15 12:01:45.011000Z,168354M,Received,Active
Charles River Laboratories Ireland Ltd,Submit Leavers,2026-05-15 11:55:39.062000Z,168329M,Completed,Active
Brinks Cash Services  Ireland  Limited,Submit Leavers,2026-05-15 11:48:15.580000Z,168354M,Submitted,Active
Charles River Laboratories Ireland Ltd,Submit Leavers,2026-05-15 11:38:50.295000Z,168329M,Received,Active
Richmond Marketing Limited,Submit Leavers,2026-05-15 11:27:51.964000Z,168298M,Completed,Active
Richmond Marketing Limited,Submit Leavers,2026-05-15 11:23:35.745000Z,168300M,Completed,Active
Korn Ferry IE Limited,Submit Leavers,2026-05-15 11:23:32.690000Z,168316M,Received,Active
Charles River Laboratories Ireland Ltd,Submit Leavers,2026-05-15 11:14:22.675000Z,168329M,Submitted,Active
Richmond Marketing Limited,Submit Leavers,2026-05-15 11:05:32.343000Z,168300M,Received,Active
Richmond Marketing Limited,Submit Leavers,2026-05-15 11:05:31.667000Z,168298M,Received,Active
Korn Ferry IE Limited,Submit Leavers,2026-05-15 11:02:13.745000Z,168316M,Submitted,Active
Swim Ireland,Submit Leavers,2026-05-15 11:00:15.319000Z,168247M,Completed,Active
Richmond Marketing Limited,Submit Leavers,2026-05-15 10:44:36.776000Z,168300M,Submitted,Active
Richmond Marketing Limited,Submit Leavers,2026-05-15 10:43:11.935000Z,168298M,Submitted,Active
Swim Ireland,Submit Leavers,2026-05-15 10:13:50.408000Z,168247M,Received,Active
Swim Ireland,Submit Leavers,2026-05-15 09:56:51.482000Z,168247M,Submitted,Active
Expleo Technology Ireland Limited,Submit Leavers,2026-05-15 08:47:50.012000Z,168141M,Completed,Active
GoTo Technologies Ireland Unlimited Co,Submit Leavers,2026-05-15 07:55:55.477000Z,166307M,Completed,Active
Expleo Technology Ireland Limited,Submit Leavers,2026-05-15 06:14:20.308000Z,168141M,Received,Active
Expleo Technology Ireland Limited,Submit Leavers,2026-05-15 05:59:00.572000Z,168141M,Submitted,Active
Inizio Healthcare Limited,Submit Leavers,2026-05-14 20:31:24.530000Z,168013M,Completed,Active
Mitsubishi Electric Europe BV,Submit Leavers,2026-05-14 19:30:17.882000Z,163723M,Cancelled,Active
Inizio Healthcare Limited,Submit Leavers,2026-05-14 16:39:14.963000Z,168013M,Received,Active
Inizio Healthcare Limited,Submit Leavers,2026-05-14 16:17:12.235000Z,168013M,Submitted,Active
Greencore Group Plc,Submit Leavers,2026-05-14 15:54:30.758000Z,167910M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-14 15:51:24.932000Z,163639M,Completed,Active
Western Care Association,Submit Leavers,2026-05-14 15:20:45.082000Z,132128M,Completed,Active
ICE Data Services Ire Ltd Pension Plan,Submit Leavers,2026-05-14 15:03:49.287000Z,167929M,Received,Active
Stryker Ireland,Submit Leavers,2026-05-14 14:52:21.395000Z,096635M,Completed,Active
Greencore Group Plc,Submit Leavers,2026-05-14 14:50:44.354000Z,167910M,Received,Active
ICE Data Services Ire Ltd Pension Plan,Submit Leavers,2026-05-14 14:40:11.919000Z,167929M,Submitted,Active
Greencore Group Plc,Submit Leavers,2026-05-14 14:29:05.187000Z,167910M,Submitted,Active
Immedis Ltd,Submit Leavers,2026-05-14 13:05:14.759000Z,163605M,Completed,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 13:03:18.300000Z,163821M,Completed,Active
The Agricultural Trust,Submit Leavers,2026-05-14 13:01:48.143000Z,163786M,Completed,Active
Abtran,Submit Leavers,2026-05-14 12:39:20.581000Z,167795M,Received,Active
Abtran,Submit Leavers,2026-05-14 12:15:29.083000Z,167795M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:59:42.735000Z,167749M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:59:36.809000Z,167743M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:43:09.279000Z,167749M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:38:00.189000Z,167743M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:36:20.078000Z,167718M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:36:18.323000Z,167706M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:24:11.092000Z,167702M,Received,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:19:05.016000Z,167718M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:12:13.482000Z,167706M,Submitted,Active
Society of Saint Vincent De Paul,Submit Leavers,2026-05-14 11:05:54.277000Z,167702M,Submitted,Active
Aon,Submit Leavers,2026-05-14 10:14:04.774000Z,167663M,Received,Active
Aon,Submit Leavers,2026-05-14 09:54:42.985000Z,167663M,Submitted,Active
Arachas Corporate Brokers Ltd,Submit Leavers,2026-05-14 09:49:53.068000Z,167644M,Received,Active
An Breacadh Nua,Submit Leavers,2026-05-14 09:46:07.335000Z,162391M,Completed,Active
Arachas Corporate Brokers Ltd,Submit Leavers,2026-05-14 09:33:44.421000Z,167644M,Submitted,Active
St Catherines Association CLG,Submit Leavers,2026-05-14 09:06:02.044000Z,129796M,Completed,Active
Entain Group,Submit Leavers,2026-05-13 20:19:01.113000Z,166525M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 16:27:12.347000Z,167244M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 16:12:15.378000Z,167242M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 15:59:00.953000Z,167353M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-05-13 15:33:51.521000Z,167353M,Submitted,Active
Project Management Limited,Submit Leavers,2026-05-13 15:33:18.980000Z,167329M,Received,Active
BOC Gases Ireland Limited,Submit Leavers,2026-05-13 15:33:17.205000Z,167334M,Received,Active
Pat the Baker,Submit Leavers,2026-05-13 15:19:40.608000Z,162547M,Completed,Active
BOC Gases Ireland Limited,Submit Leavers,2026-05-13 15:15:17.572000Z,167334M,Submitted,Active
Project Management Limited,Submit Leavers,2026-05-13 15:13:13.784000Z,167329M,Submitted,Active
Solenis Ireland Limited,Submit Leavers,2026-05-13 15:12:09.447000Z,162534M,Completed,Active
