Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Booking Holdings Financial Services Intl Ltd,Group Risk Schemes,2026-06-24 14:55:13.054000Z,189337M,Received,Active
Aon,Group Risk Schemes,2026-06-24 14:42:14.559000Z,189319M,Received,Active
Booking Holdings Financial Services Intl Ltd,Group Risk Schemes,2026-06-24 14:34:25.023000Z,189337M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-24 14:24:17.496000Z,183402M,Completed,Active
Aon,Group Risk Schemes,2026-06-24 14:17:03.799000Z,189319M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-24 13:44:26.195000Z,186625M,Completed,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-24 13:09:24.279000Z,189261M,Received,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-24 12:48:20.981000Z,189261M,Submitted,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-24 11:56:33.219000Z,189222M,Received,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-24 11:34:04.577000Z,189222M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-24 09:23:45.197000Z,184062M,Completed,Active
Aon,Group Risk Schemes,2026-06-24 08:27:07.044000Z,189061M,Received,Active
Aon,Group Risk Schemes,2026-06-24 08:08:59.265000Z,189061M,Submitted,Active
Mercer (Ireland) Limited,Group Risk Schemes,2026-06-23 15:00:39.519000Z,188841M,Received,Active
Mercer (Ireland) Limited,Group Risk Schemes,2026-06-23 14:45:26.548000Z,188841M,Submitted,Active
Oakwood Financial Advisors Ltd,Group Risk Schemes,2026-06-23 10:17:05.574000Z,188673M,Received,Active
Oakwood Financial Advisors Ltd,Group Risk Schemes,2026-06-23 10:02:05.545000Z,188673M,Submitted,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-23 09:19:57.202000Z,188638M,Received,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-23 09:02:43.703000Z,188638M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-22 16:22:57.909000Z,188455M,Received,Active
Aon,Group Risk Schemes,2026-06-22 16:08:21.730000Z,175154M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-22 15:59:00.234000Z,188455M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-22 14:19:50.292000Z,176179M,Completed,Active
PWC,Group Risk Schemes,2026-06-22 09:37:02.739000Z,185974M,Completed,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-19 18:07:51.346000Z,187792M,Received,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-19 17:52:42.424000Z,187792M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-19 11:43:08.573000Z,187581M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-19 11:26:35.969000Z,187581M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-19 09:17:20.485000Z,187494M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-19 08:56:16.217000Z,187494M,Submitted,Active
Trust Matters Financial Planning,Group Risk Schemes,2026-06-18 15:08:56.692000Z,187101M,Received,Active
Trust Matters Financial Planning,Group Risk Schemes,2026-06-18 14:37:44.798000Z,187101M,Submitted,Active
MCGARRELL REILLY MANAGEMENT LTD,Group Risk Schemes,2026-06-18 13:21:39.416000Z,187009M,Received,Active
MCGARRELL REILLY MANAGEMENT LTD,Group Risk Schemes,2026-06-18 13:01:40.493000Z,187009M,Submitted,Active
Equans Buildings Limited,Group Risk Schemes,2026-06-18 11:53:15.574000Z,186959M,Received,Active
Equans Buildings Limited,Group Risk Schemes,2026-06-18 11:38:16.036000Z,186959M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-18 11:34:54.486000Z,170247M,Completed,Active
O Neill O Malley Ltd,Group Risk Schemes,2026-06-18 11:11:33.542000Z,186917M,Received,Active
PWC,Group Risk Schemes,2026-06-18 10:56:36.671000Z,186908M,Received,Active
PWC,Group Risk Schemes,2026-06-18 10:56:28.338000Z,186906M,Received,Active
O Neill O Malley Ltd,Group Risk Schemes,2026-06-18 10:50:43.212000Z,186917M,Submitted,Active
PWC,Group Risk Schemes,2026-06-18 10:30:36.369000Z,186908M,Submitted,Active
PWC,Group Risk Schemes,2026-06-18 10:29:15.888000Z,186906M,Submitted,Active
Mason Hayes and Curran,Group Risk Schemes,2026-06-18 10:27:37.566000Z,186865M,Received,Active
Mason Hayes and Curran,Group Risk Schemes,2026-06-18 10:27:35.557000Z,186858M,Received,Active
Mason Hayes and Curran,Group Risk Schemes,2026-06-18 09:33:22.757000Z,186865M,Submitted,Active
Mason Hayes and Curran,Group Risk Schemes,2026-06-18 09:24:45.835000Z,186858M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-17 16:31:37.720000Z,186625M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-17 16:01:32.156000Z,186625M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-17 14:20:08.158000Z,175362M,Completed,Active
Rsa Security and Risk,Group Risk Schemes,2026-06-17 13:27:02.583000Z,186478M,Received,Active
Rsa Security and Risk,Group Risk Schemes,2026-06-17 13:06:38.805000Z,186478M,Submitted,Active
NFP Ireland Consultants Ltd,Group Risk Schemes,2026-06-17 11:50:18.786000Z,186416M,Received,Active
NFP Ireland Consultants Ltd,Group Risk Schemes,2026-06-17 11:26:23.364000Z,186416M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-17 09:28:47.171000Z,186336M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-17 09:01:07.441000Z,186336M,Submitted,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-17 09:00:41.600000Z,186318M,Received,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-17 08:36:46.003000Z,186318M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-16 14:59:05.815000Z,172868M,Completed,Active
PWC,Group Risk Schemes,2026-06-16 14:52:47.705000Z,185974M,Received,Active
PWC,Group Risk Schemes,2026-06-16 14:23:05.411000Z,185974M,Submitted,Active
Aon,Group Risk Schemes,2026-06-16 13:24:04.551000Z,185911M,Received,Active
Abtran,Group Risk Schemes,2026-06-16 13:24:03.691000Z,185909M,Received,Active
Aon,Group Risk Schemes,2026-06-16 13:09:52.196000Z,185898M,Received,Active
Aon,Group Risk Schemes,2026-06-16 13:02:36.765000Z,185911M,Submitted,Active
Abtran,Group Risk Schemes,2026-06-16 12:58:03.362000Z,185909M,Submitted,Active
Aon,Group Risk Schemes,2026-06-16 12:42:38.141000Z,185898M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-16 10:18:20.236000Z,185789M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-16 09:53:05.281000Z,185789M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-15 14:18:10.616000Z,166624M,Cancelled,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-15 08:26:52.796000Z,185065M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-15 08:01:07.945000Z,185065M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-12 15:37:34.152000Z,184649M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-12 15:15:37.587000Z,184649M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-12 15:08:50.963000Z,184636M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-12 14:50:22.018000Z,184636M,Submitted,Active
Ziv Automation Ireland Ltd,Group Risk Schemes,2026-06-12 12:09:33.648000Z,184495M,Received,Active
Ziv Automation Ireland Ltd,Group Risk Schemes,2026-06-12 11:54:28.248000Z,184495M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-11 15:08:29.764000Z,184062M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-11 14:50:52.141000Z,184062M,Submitted,Active
Aon,Group Risk Schemes,2026-06-11 11:41:59.416000Z,183875M,Received,Active
Aon,Group Risk Schemes,2026-06-11 11:18:26.393000Z,183875M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-11 10:44:21.056000Z,167637M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-11 10:41:29.895000Z,167960M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-10 12:00:36.077000Z,183414M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-10 12:00:29.822000Z,183412M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-10 11:46:01.662000Z,183402M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-10 11:41:21.974000Z,183414M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-10 11:34:49.926000Z,183412M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-10 11:25:06.699000Z,183402M,Submitted,Active
Irish Residential Properties,Group Risk Schemes,2026-06-10 09:45:39.397000Z,183317M,Received,Active
Irish Residential Properties,Group Risk Schemes,2026-06-10 09:29:09.855000Z,183317M,Submitted,Active
Aon,Group Risk Schemes,2026-06-10 08:59:12.624000Z,183263M,Received,Active
Aon,Group Risk Schemes,2026-06-10 08:28:12.841000Z,183263M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-09 14:18:46.371000Z,174565M,Completed,Active
Doyle Shipping Group,Group Risk Schemes,2026-06-09 13:15:08.350000Z,182878M,Received,Active
Mercer (Ireland) Limited,Group Risk Schemes,2026-06-09 13:01:18.222000Z,167310M,Completed,Active
Doyle Shipping Group,Group Risk Schemes,2026-06-09 12:54:57.581000Z,182878M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-09 12:06:57.658000Z,167162M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-09 11:59:11.355000Z,161597M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-09 11:43:26.629000Z,182829M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-09 11:23:49.516000Z,182829M,Submitted,Active
UNILEVER IRELAND HOLDINGS LTD,Group Risk Schemes,2026-06-08 15:53:49.593000Z,182491M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-08 15:40:59.142000Z,182490M,Received,Active
UNILEVER IRELAND HOLDINGS LTD,Group Risk Schemes,2026-06-08 15:38:17.523000Z,182491M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-08 15:26:52.279000Z,182490M,Submitted,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-08 14:15:18.381000Z,177830M,Received,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-08 13:45:11.385000Z,177830M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-08 11:57:23.097000Z,162994M,Completed,Active
GoTo Technologies Ireland Unlimited Co,Group Risk Schemes,2026-06-08 11:00:53.980000Z,177204M,Completed,Active
Mercer (Ireland) Limited,Group Risk Schemes,2026-06-08 10:47:22.688000Z,177685M,Received,Active
Mercer (Ireland) Limited,Group Risk Schemes,2026-06-08 10:26:43.689000Z,177685M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-08 10:18:01.424000Z,177646M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-08 09:57:10.186000Z,177646M,Submitted,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-07 10:25:27.050000Z,175417M,Completed,Active
Coface Ireland Services Ltd,Group Risk Schemes,2026-06-07 10:17:16.432000Z,176947M,Completed,Active
NFP Ireland Consultants Ltd,Group Risk Schemes,2026-06-07 09:56:24.812000Z,172237M,Completed,Active
NFP Ireland Consultants Ltd,Group Risk Schemes,2026-06-07 09:21:32.065000Z,169077M,Completed,Active
Rsa Security and Risk,Group Risk Schemes,2026-06-07 08:55:30.874000Z,167200M,Completed,Active
O Neill O Malley Ltd,Group Risk Schemes,2026-06-07 08:53:50.365000Z,166331M,Completed,Active
Provest Private Clients Ltd,Group Risk Schemes,2026-06-07 08:51:10.060000Z,166086M,Completed,Active
NFP Ireland Consultants Ltd,Group Risk Schemes,2026-06-06 07:17:06.160000Z,169693M,Completed,Active
GoTo Technologies Ireland Unlimited Co,Group Risk Schemes,2026-06-05 17:46:47.776000Z,177204M,Received,Active
GoTo Technologies Ireland Unlimited Co,Group Risk Schemes,2026-06-05 17:24:00.604000Z,177204M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-05 16:20:18.810000Z,177175M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-05 16:07:47.514000Z,177175M,Submitted,Active
Joseph G Byrne and Sons Consulting Actuaries,Group Risk Schemes,2026-06-05 15:01:30.990000Z,174767M,Cancelled,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-05 12:51:59.935000Z,173062M,Completed,Active
Coface Ireland Services Ltd,Group Risk Schemes,2026-06-05 10:12:07.992000Z,176947M,Received,Active
MMPI,Group Risk Schemes,2026-06-05 10:12:01.879000Z,169713M,Completed,Active
Coface Ireland Services Ltd,Group Risk Schemes,2026-06-05 09:57:00.852000Z,176947M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-05 09:46:26.650000Z,176930M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-05 09:29:14.615000Z,176930M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-04 10:29:25.933000Z,161375M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-04 10:01:56.498000Z,161166M,Completed,Active
Glennon Employee Benefits,Group Risk Schemes,2026-06-04 09:19:58.929000Z,159173M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-04 08:45:31.771000Z,160453M,Completed,Active
Aon,Group Risk Schemes,2026-06-04 08:10:00.596000Z,172342M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-04 08:05:23.623000Z,159445M,Completed,Active
Cedar Motors Limited,Group Risk Schemes,2026-06-04 06:39:44.839000Z,176367M,Received,Active
Cedar Motors Limited,Group Risk Schemes,2026-06-04 06:21:08.617000Z,176367M,Submitted,Active
Mercer (Ireland) Limited,Group Risk Schemes,2026-06-03 16:31:57.548000Z,159495M,Completed,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-03 16:13:19.595000Z,176179M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-03 15:53:58.772000Z,176179M,Submitted,Active
FLD Chartered Accountants Limited,Group Risk Schemes,2026-06-02 18:38:51.392000Z,175679M,Received,Active
FLD Chartered Accountants Limited,Group Risk Schemes,2026-06-02 18:19:36.313000Z,175679M,Submitted,Active
Alliance Medical Diagnostic Imaging Ltd,Group Risk Schemes,2026-06-02 15:21:56.463000Z,175597M,Received,Active
Alliance Medical Diagnostic Imaging Ltd,Group Risk Schemes,2026-06-02 14:56:20.238000Z,175597M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-02 13:51:22.021000Z,175521M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-02 13:26:42.717000Z,175521M,Submitted,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-02 11:27:54.478000Z,175429M,Received,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-02 11:08:05.307000Z,175429M,Submitted,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-02 11:03:11.002000Z,175417M,Received,Active
Lockton Employee Benefits Ireland,Group Risk Schemes,2026-06-02 10:45:50.100000Z,175417M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-02 09:52:28.842000Z,175362M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-02 09:27:04.653000Z,175362M,Submitted,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-02 08:39:38.413000Z,175314M,Received,Active
Unio Employee Benefits,Group Risk Schemes,2026-06-02 08:16:43.868000Z,175314M,Submitted,Active
Aon,Group Risk Schemes,2026-06-01 11:39:14.781000Z,175154M,Received,Active
Aon,Group Risk Schemes,2026-06-01 11:27:01.324000Z,175154M,Submitted,Active
Maples Group,Submit Leavers,2026-06-30 18:58:50.699000Z,191722M,Received,Active
Maples Group,Submit Leavers,2026-06-30 18:36:38.412000Z,191722M,Submitted,Active
Oasis Ltd,Submit Leavers,2026-06-30 18:16:49.107000Z,191568M,Completed,Active
USAA International SERVCO DAC,Submit Leavers,2026-06-30 18:02:21.757000Z,191540M,Completed,Active
USAA International SERVCO DAC,Submit Leavers,2026-06-30 18:00:31.351000Z,191538M,Completed,Active
HBI Health and Beauty Innovations Ltd,Submit Leavers,2026-06-30 17:59:00.411000Z,191516M,Completed,Active
ProAmpac Donegal Limited,Submit Leavers,2026-06-30 17:51:32.105000Z,191698M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-06-30 17:49:29.899000Z,191488M,Completed,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-30 17:36:50.949000Z,191418M,Completed,Active
ProAmpac Donegal Limited,Submit Leavers,2026-06-30 17:24:04.752000Z,191698M,Submitted,Active
Apleona Ireland Limited,Submit Leavers,2026-06-30 15:57:21.872000Z,191363M,Completed,Active
Magnet Networks Ltd,Submit Leavers,2026-06-30 15:27:53.445000Z,191639M,Received,Active
Stryker Ireland,Submit Leavers,2026-06-30 15:24:41.272000Z,177091M,Completed,Active
Magnet Networks Ltd,Submit Leavers,2026-06-30 15:10:14.023000Z,191639M,Submitted,Active
Chemifloc Limited,Submit Leavers,2026-06-30 14:29:46.013000Z,190342M,Completed,Active
Irish Life,Submit Leavers,2026-06-30 14:01:33.136000Z,191572M,Received,Active
Signode Packaging Ireland Limited,Submit Leavers,2026-06-30 13:54:21.196000Z,186430M,Completed,Active
Oasis Ltd,Submit Leavers,2026-06-30 13:47:38.688000Z,191568M,Received,Active
Irish Life,Submit Leavers,2026-06-30 13:41:26.719000Z,191572M,Submitted,Active
Oasis Ltd,Submit Leavers,2026-06-30 13:33:30.917000Z,191568M,Submitted,Active
USAA International SERVCO DAC,Submit Leavers,2026-06-30 13:20:02.509000Z,191540M,Received,Active
USAA International SERVCO DAC,Submit Leavers,2026-06-30 13:19:55.913000Z,191538M,Received,Active
USAA International SERVCO DAC,Submit Leavers,2026-06-30 12:59:33.383000Z,191540M,Submitted,Active
USAA International SERVCO DAC,Submit Leavers,2026-06-30 12:58:19.453000Z,191538M,Submitted,Active
HBI Health and Beauty Innovations Ltd,Submit Leavers,2026-06-30 12:50:10.790000Z,191516M,Received,Active
St Catherines Association CLG,Submit Leavers,2026-06-30 12:36:05.162000Z,191514M,Received,Active
HBI Health and Beauty Innovations Ltd,Submit Leavers,2026-06-30 12:23:22.702000Z,191516M,Submitted,Active
St Catherines Association CLG,Submit Leavers,2026-06-30 12:19:14.215000Z,191514M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-30 12:07:09.075000Z,191488M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-06-30 11:43:41.727000Z,191488M,Submitted,Active
AWP Health and Life SA,Submit Leavers,2026-06-30 10:49:50.922000Z,191452M,Submitted,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-30 10:47:35.033000Z,191418M,Received,Active
Premier Lotteries Ireland DAC,Submit Leavers,2026-06-30 10:22:44.128000Z,191418M,Submitted,Active
Revolut Ltd,Submit Leavers,2026-06-30 10:18:44.554000Z,191404M,Received,Active
AWP Health and Life SA,Submit Leavers,2026-06-30 10:05:37.544000Z,188661M,Completed,Active
Revolut Ltd,Submit Leavers,2026-06-30 10:00:52.147000Z,191404M,Submitted,Active
Kerrigan Sheanon Newman Unlimited Company,Submit Leavers,2026-06-30 09:52:38.776000Z,189683M,Cancelled,Active
Kerry Group Plc,Submit Leavers,2026-06-30 09:37:39.916000Z,176932M,Completed,Active
Apleona Ireland Limited,Submit Leavers,2026-06-30 09:33:14.767000Z,191363M,Received,Active
Apleona Ireland Limited,Submit Leavers,2026-06-30 09:05:12.618000Z,191363M,Submitted,Active
IKEA Ireland Defined Contribution Scheme,Submit Leavers,2026-06-30 07:35:48.444000Z,191302M,Received,Active
IKEA Ireland Defined Contribution Scheme,Submit Leavers,2026-06-30 07:17:01.133000Z,191302M,Submitted,Active
eircom,Submit Leavers,2026-06-29 16:02:54.832000Z,183989M,Completed,Active
Monument Insurance Services Ltd,Submit Leavers,2026-06-29 14:29:44.325000Z,189091M,Completed,Active
Zendesk International Limited,Submit Leavers,2026-06-29 14:24:18.836000Z,189395M,Completed,Active
Crosscare,Submit Leavers,2026-06-29 14:19:23.993000Z,186996M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-06-29 14:13:14.035000Z,187026M,Completed,Active
Grifols Worldwide Operations Ltd,Submit Leavers,2026-06-29 13:59:04.363000Z,191036M,Received,Active
Unio Employee Benefits,Submit Leavers,2026-06-29 13:49:14.121000Z,184651M,Completed,Active
Grifols Worldwide Operations Ltd,Submit Leavers,2026-06-29 13:37:05.772000Z,191036M,Submitted,Active
Boots Co Ireland Ltd,Submit Leavers,2026-06-29 13:27:09.576000Z,189145M,Completed,Active
O Neill O Malley Ltd,Submit Leavers,2026-06-29 13:25:03.788000Z,182472M,Cancelled,Active
CBRE Ireland,Submit Leavers,2026-06-29 13:13:04.255000Z,188810M,Completed,Active
Unio Employee Benefits,Submit Leavers,2026-06-29 13:09:26.909000Z,189375M,Cancelled,Active
Nordan Vinduer Limited,Submit Leavers,2026-06-29 13:08:49.870000Z,189372M,Cancelled,Active
Fluence Energy Ireland Limited,Submit Leavers,2026-06-29 13:08:49.557000Z,189353M,Cancelled,Active
Apleona Ireland Limited,Submit Leavers,2026-06-29 12:49:24.967000Z,190973M,Received,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 12:44:18.926000Z,190902M,Completed,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 12:42:47.379000Z,190901M,Completed,Active
PROMETRIC IRELAND LTD,Submit Leavers,2026-06-29 12:42:17.661000Z,190899M,Completed,Active
Apleona Ireland Limited,Submit Leavers,2026-06-29 12:25:13.661000Z,190973M,Submitted,Active
Blackrock Health,Submit Leavers,2026-06-29 12:22:23.054000Z,190955M,Received,Active
Kaseya Limited,Submit Leavers,2026-06-29 11:55:15.296000Z,189384M,Completed,Active
Blackrock Health,Submit Leavers,2026-06-29 11:54:35.278000Z,190955M,Submitted,Active
KARE,Submit Leavers,2026-06-29 11:40:53.400000Z,190927M,Received,Active
Fannin Limited,Submit Leavers,2026-06-29 11:39:31.258000Z,189215M,Completed,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 11:27:44.316000Z,190901M,Received,Active
PROMETRIC IRELAND LTD,Submit Leavers,2026-06-29 11:27:37.171000Z,190899M,Received,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 11:27:32.918000Z,190902M,Received,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 11:27:26.740000Z,190907M,Received,Active
KARE,Submit Leavers,2026-06-29 11:26:45.462000Z,190927M,Submitted,Active
Pitney Bowes Ireland Limited,Submit Leavers,2026-06-29 11:22:15.836000Z,189057M,Completed,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 11:05:13.354000Z,190907M,Submitted,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 11:03:44.969000Z,190902M,Submitted,Active
Weener Plastics Ltd Group Life Plan,Submit Leavers,2026-06-29 11:02:20.699000Z,190901M,Submitted,Active
PROMETRIC IRELAND LTD,Submit Leavers,2026-06-29 11:02:04.135000Z,190899M,Submitted,Active
Blue Teapot Theatre Company CLG,Submit Leavers,2026-06-29 10:01:03.678000Z,190830M,Received,Active
Blue Teapot Theatre Company CLG,Submit Leavers,2026-06-29 09:40:16.233000Z,190830M,Submitted,Active
Ability West,Submit Leavers,2026-06-29 09:03:18.467000Z,190777M,Received,Active
Aon,Submit Leavers,2026-06-29 08:58:11.118000Z,188373M,Completed,Active
Ability West,Submit Leavers,2026-06-29 08:35:01.254000Z,190777M,Submitted,Active
Viatris Pension Plan,Submit Leavers,2026-06-29 08:34:06.478000Z,190758M,Received,Active
Viatris Pension Plan,Submit Leavers,2026-06-29 08:09:30.312000Z,190758M,Submitted,Active
Unio Employee Benefits,Submit Leavers,2026-06-29 07:24:47.092000Z,167353M,Completed,Active
Retail in Motion Limited,Submit Leavers,2026-06-29 06:31:14.470000Z,190402M,Completed,Active
Retail in Motion Limited,Submit Leavers,2026-06-29 06:26:01.822000Z,190400M,Completed,Active
Prosper Group Fingal and Meath,Submit Leavers,2026-06-27 09:39:47.687000Z,189079M,Completed,Active
Prosper Group Fingal and Meath,Submit Leavers,2026-06-27 08:46:44.698000Z,189078M,Completed,Active
NFVSP Supporting People with Intellectual Disability,Submit Leavers,2026-06-27 08:44:03.024000Z,188631M,Completed,Active
Chemifloc Limited,Submit Leavers,2026-06-26 17:00:57.770000Z,190347M,Completed,Active
Chemifloc Limited,Submit Leavers,2026-06-26 16:56:25.272000Z,190336M,Completed,Active
Chemifloc Limited,Submit Leavers,2026-06-26 16:51:54.584000Z,190334M,Completed,Active
Valve Services Ltd,Submit Leavers,2026-06-26 16:46:48.432000Z,190333M,Completed,Active
Chemifloc Limited,Submit Leavers,2026-06-26 16:42:21.252000Z,190331M,Completed,Active
Chemifloc Limited,Submit Leavers,2026-06-26 16:37:43.752000Z,190327M,Completed,Active
Retail in Motion Limited,Submit Leavers,2026-06-26 15:32:16.668000Z,190402M,Received,Active
Retail in Motion Limited,Submit Leavers,2026-06-26 15:32:12.913000Z,190400M,Received,Active
Sandvik Mining and Construction Logistics,Submit Leavers,2026-06-26 15:16:00.175000Z,188789M,Cancelled,Active
Turner and Townsend Limited,Submit Leavers,2026-06-26 15:15:59.906000Z,189388M,Cancelled,Active
Northgate Vehicle Hire Ireland Ltd,Submit Leavers,2026-06-26 15:10:53.764000Z,189137M,Completed,Active
Retail in Motion Limited,Submit Leavers,2026-06-26 15:09:21.270000Z,190402M,Submitted,Active
Retail in Motion Limited,Submit Leavers,2026-06-26 15:07:46.661000Z,190400M,Submitted,Active
Cognizant Technology Solutions Ireland,Submit Leavers,2026-06-26 15:06:07.550000Z,189777M,Completed,Active
Boxmore Plastics Limited,Submit Leavers,2026-06-26 14:46:06.772000Z,189425M,Completed,Active
Aon,Submit Leavers,2026-06-26 14:34:13.971000Z,190261M,Completed,Active
Boxmore Plastics Limited,Submit Leavers,2026-06-26 14:26:23.820000Z,189420M,Completed,Active
Apleona Ireland Limited,Submit Leavers,2026-06-26 14:23:37.843000Z,188380M,Completed,Active
ChildVision,Submit Leavers,2026-06-26 14:22:17.320000Z,188364M,Completed,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:18:28.393000Z,190347M,Received,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:18:26.600000Z,190327M,Received,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:18:08.889000Z,190336M,Received,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:18:06.664000Z,190342M,Received,Active
Valve Services Ltd,Submit Leavers,2026-06-26 14:18:02.794000Z,190333M,Received,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:18:01.306000Z,190334M,Received,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:17:52.553000Z,190331M,Received,Active
Chemifloc Limited,Submit Leavers,2026-06-26 14:03:57.924000Z,190322M,Received,Active
