Organization Name,Use Case Name,Submission Date and Time (UTC),Reference Number,Submission Status,Organization Status
Coillte Teoranta,Add Members,2026-06-05 09:43:47.597000Z,176938M,Submitted,Active
Zendesk International Limited,Add Members,2026-06-05 09:37:34.560000Z,176936M,Submitted,Active
Kerry Group Plc,Add Members,2026-06-05 09:33:45.114000Z,176921M,Received,Active
MMPI,Add Members,2026-06-05 09:23:44.015000Z,174477M,Completed,Active
Howden Insurance Ireland Limited,Add Members,2026-06-05 09:21:52.908000Z,175584M,Completed,Active
Glennon Employee Benefits,Add Members,2026-06-05 09:16:41.762000Z,175392M,Completed,Active
A C Nielsen of Ireland Limited,Add Members,2026-06-05 09:13:41.243000Z,175525M,Completed,Active
Kerry Group Plc,Add Members,2026-06-05 09:13:12.444000Z,176921M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-05 09:09:10.615000Z,176912M,Received,Active
Vera Financial DAC,Add Members,2026-06-05 09:09:10.081000Z,176911M,Received,Active
Anne Sullivan Centre Ltd,Add Members,2026-06-05 09:09:08.804000Z,176908M,Received,Active
Unio Employee Benefits,Add Members,2026-06-05 09:09:03.268000Z,176909M,Received,Active
Unio Employee Benefits,Add Members,2026-06-05 08:56:20.388000Z,176896M,Received,Active
MeiraGTx Ireland DAC,Add Members,2026-06-05 08:56:19.896000Z,176899M,Received,Active
Irish Life,Add Members,2026-06-05 08:56:19.042000Z,176898M,Received,Active
MCG Financial Services Ltd,Add Members,2026-06-05 08:54:07.750000Z,175634M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-05 08:53:12.288000Z,176912M,Submitted,Active
Vera Financial DAC,Add Members,2026-06-05 08:49:13.080000Z,176911M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-05 08:47:31.919000Z,176909M,Submitted,Active
Anne Sullivan Centre Ltd,Add Members,2026-06-05 08:45:50.215000Z,176908M,Submitted,Active
Irish Life,Add Members,2026-06-05 08:44:12.039000Z,175514M,Completed,Active
MeiraGTx Ireland DAC,Add Members,2026-06-05 08:33:28.927000Z,176899M,Submitted,Active
Irish Life,Add Members,2026-06-05 08:33:10.833000Z,176898M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-05 08:31:36.180000Z,176896M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-05 08:04:25.456000Z,176866M,Received,Active
Unio Employee Benefits,Add Members,2026-06-05 07:49:03.538000Z,176866M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-05 07:42:53.719000Z,175300M,Completed,Active
Patrick J Tobin Ltd,Add Members,2026-06-05 07:37:42.571000Z,175308M,Completed,Active
PROMETRIC IRELAND LTD,Add Members,2026-06-05 07:33:07.175000Z,175419M,Completed,Active
TransPerfect Translations Limited,Add Members,2026-06-05 07:29:05.244000Z,175296M,Completed,Active
Institute of Directors in Ireland,Add Members,2026-06-05 07:10:54.379000Z,175425M,Completed,Active
Brenntag Chemical Distribution Ire Ltd,Add Members,2026-06-05 07:08:18.905000Z,175409M,Completed,Active
Irish Life,Add Members,2026-06-04 16:33:43.345000Z,176715M,Received,Active
Irish Life,Add Members,2026-06-04 16:12:11.205000Z,176715M,Submitted,Active
Irish Life,Add Members,2026-06-04 16:08:50.449000Z,176705M,Received,Active
Kerry Group Plc,Add Members,2026-06-04 15:56:33.931000Z,176696M,Received,Active
Irish Life,Add Members,2026-06-04 15:48:09.778000Z,176705M,Submitted,Active
Sappho Group Employee Benefits Plan,Add Members,2026-06-04 15:43:45.923000Z,176684M,Received,Active
Kerry Group Plc,Add Members,2026-06-04 15:37:11.172000Z,176696M,Submitted,Active
Irish Life,Add Members,2026-06-04 15:36:03.757000Z,176654M,Completed,Active
Sappho Group Employee Benefits Plan,Add Members,2026-06-04 15:24:29.804000Z,176684M,Submitted,Active
Henry Schein Ireland Limited,Add Members,2026-06-04 15:23:36.522000Z,174686M,Completed,Active
Ability West,Add Members,2026-06-04 15:23:21.079000Z,176535M,Completed,Active
MMPI,Add Members,2026-06-04 15:19:50.245000Z,176667M,Received,Active
Irish Life,Add Members,2026-06-04 15:07:57.356000Z,176654M,Received,Active
Aryza Ireland Limited,Add Members,2026-06-04 15:07:01.768000Z,174981M,Completed,Active
MMPI,Add Members,2026-06-04 15:05:22.012000Z,176667M,Submitted,Active
Irish Life,Add Members,2026-06-04 15:01:26.207000Z,175319M,Completed,Active
Irish Life,Add Members,2026-06-04 14:48:34.669000Z,176654M,Submitted,Active
AWP Health and Life SA,Add Members,2026-06-04 14:46:20.243000Z,174760M,Completed,Active
Toasttab Ireland Limited,Add Members,2026-06-04 14:44:34.468000Z,176178M,Completed,Active
Ingersoll Rand Industrial Ire Limited,Add Members,2026-06-04 14:42:28.435000Z,174695M,Completed,Active
Diligent Governance Ireland Limited,Add Members,2026-06-04 14:42:26.870000Z,176644M,Received,Active
Howden Insurance Ireland Limited,Add Members,2026-06-04 14:42:17.929000Z,176628M,Received,Active
Pramerica Systems Ireland Ltd,Add Members,2026-06-04 14:42:08.035000Z,176627M,Received,Active
Saint Gobain Construction Products Ire Ltd,Add Members,2026-06-04 14:35:46.918000Z,175168M,Completed,Active
Kingsbridge Private Hospital Sligo Ltd,Add Members,2026-06-04 14:29:53.088000Z,176623M,Received,Active
Unio Employee Benefits,Add Members,2026-06-04 14:29:49.974000Z,176621M,Received,Active
Diligent Governance Ireland Limited,Add Members,2026-06-04 14:26:00.498000Z,176644M,Submitted,Active
R B K Wealth Management,Add Members,2026-06-04 14:23:07.516000Z,174576M,Completed,Active
Howden Insurance Ireland Limited,Add Members,2026-06-04 14:14:49.683000Z,176628M,Submitted,Active
Pramerica Systems Ireland Ltd,Add Members,2026-06-04 14:13:29.802000Z,176627M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-04 14:09:21.736000Z,174744M,Completed,Active
Irish Life,Add Members,2026-06-04 14:07:39.433000Z,176575M,Completed,Active
Age Action Ireland Limited,Add Members,2026-06-04 14:01:12.127000Z,174740M,Completed,Active
Committe of Management Stable Ees,Add Members,2026-06-04 14:00:56.594000Z,157506M,Completed,Active
Provest Private Clients Ltd,Add Members,2026-06-04 13:59:08.753000Z,176601M,Received,Active
Kingsbridge Private Hospital Sligo Ltd,Add Members,2026-06-04 13:57:48.669000Z,176623M,Submitted,Active
St Josephs Foundation,Add Members,2026-06-04 13:56:16.864000Z,176094M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-04 13:54:21.300000Z,176621M,Submitted,Active
St Josephs Foundation,Add Members,2026-06-04 13:50:16.905000Z,176093M,Completed,Active
St Josephs Foundation,Add Members,2026-06-04 13:50:09.806000Z,176097M,Completed,Active
Milestone Integration Services Ltd,Add Members,2026-06-04 13:48:09.064000Z,175105M,Completed,Active
Cordavis Limited,Add Members,2026-06-04 13:44:56.906000Z,176594M,Received,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-04 13:44:16.954000Z,174597M,Completed,Active
Kildare Hotel and Country Club Limited,Add Members,2026-06-04 13:37:54.765000Z,175188M,Completed,Active
Provest Private Clients Ltd,Add Members,2026-06-04 13:34:51.749000Z,176601M,Submitted,Active
MMPI,Add Members,2026-06-04 13:31:07.331000Z,174567M,Completed,Active
Cordavis Limited,Add Members,2026-06-04 13:23:15.667000Z,176594M,Submitted,Active
Irish Life,Add Members,2026-06-04 13:18:36.623000Z,176575M,Received,Active
St Vincents Healthcare Group,Add Members,2026-06-04 13:18:36.431000Z,176573M,Received,Active
Trinity Foundation,Add Members,2026-06-04 13:05:19.554000Z,176570M,Received,Active
Irish Life,Add Members,2026-06-04 12:57:21.847000Z,176575M,Submitted,Active
Synergy Health Ireland Limited,Add Members,2026-06-04 12:52:37.145000Z,174592M,Completed,Active
St Vincents Healthcare Group,Add Members,2026-06-04 12:50:35.656000Z,176573M,Submitted,Active
Trinity Foundation,Add Members,2026-06-04 12:39:01.873000Z,176570M,Submitted,Active
Krispy Kreme Ireland Ltd,Add Members,2026-06-04 12:36:43.186000Z,176556M,Received,Active
Krispy Kreme Ireland Ltd,Add Members,2026-06-04 12:15:06.701000Z,176556M,Submitted,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-04 12:06:21.880000Z,174684M,Completed,Active
Mannok Cement Limited,Add Members,2026-06-04 11:56:24.205000Z,176536M,Received,Active
Ability West,Add Members,2026-06-04 11:56:23.551000Z,176535M,Received,Active
Mannok Cement Limited,Add Members,2026-06-04 11:43:58.521000Z,176536M,Submitted,Active
Ability West,Add Members,2026-06-04 11:40:57.304000Z,176535M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-04 11:34:03.709000Z,174679M,Completed,Active
Barclay Chemicals Manufacturing Limited,Add Members,2026-06-04 11:32:42.389000Z,176519M,Received,Active
Society of Saint Vincent De Paul,Add Members,2026-06-04 11:20:55.149000Z,176503M,Received,Active
Irish Life,Add Members,2026-06-04 11:19:39.417000Z,174564M,Completed,Active
Intercom R and D Unlimited Company,Add Members,2026-06-04 11:16:53.850000Z,174560M,Completed,Active
Barclay Chemicals Manufacturing Limited,Add Members,2026-06-04 11:16:47.639000Z,176519M,Submitted,Active
HRB GTC Ireland UTC,Add Members,2026-06-04 11:08:43.123000Z,176494M,Received,Active
P and S Civil Works Limited,Add Members,2026-06-04 11:08:42.156000Z,176498M,Received,Active
WESCO Electrical Limited,Add Members,2026-06-04 11:08:25.961000Z,174693M,Completed,Active
MongoDB Limited,Add Members,2026-06-04 11:02:54.847000Z,174659M,Completed,Active
Society of Saint Vincent De Paul,Add Members,2026-06-04 10:55:39.982000Z,176503M,Submitted,Active
F J Hanly and Associates,Add Members,2026-06-04 10:55:17.058000Z,176490M,Received,Active
Rockwell Financial Management,Add Members,2026-06-04 10:55:11.356000Z,176479M,Received,Active
Demonware Limited,Add Members,2026-06-04 10:55:10.229000Z,176488M,Received,Active
F J Hanly and Associates,Add Members,2026-06-04 10:55:09.038000Z,176483M,Received,Active
MMPI,Add Members,2026-06-04 10:53:17.097000Z,174483M,Completed,Active
P and S Civil Works Limited,Add Members,2026-06-04 10:46:36.122000Z,176498M,Submitted,Active
HRB GTC Ireland UTC,Add Members,2026-06-04 10:43:34.542000Z,176494M,Submitted,Active
F J Hanly and Associates,Add Members,2026-06-04 10:41:07.528000Z,176490M,Submitted,Active
Demonware Limited,Add Members,2026-06-04 10:40:49.198000Z,176488M,Submitted,Active
F J Hanly and Associates,Add Members,2026-06-04 10:36:15.240000Z,176483M,Submitted,Active
Rockwell Financial Management,Add Members,2026-06-04 10:32:02.086000Z,176479M,Submitted,Active
MongoDB Limited,Add Members,2026-06-04 10:16:17.720000Z,176448M,Received,Active
Peacehaven Trust CLG,Add Members,2026-06-04 09:56:25.238000Z,175942M,Completed,Active
MongoDB Limited,Add Members,2026-06-04 09:53:50.391000Z,176448M,Submitted,Active
Merchants Quay Project Limited,Add Members,2026-06-04 09:51:40.310000Z,176438M,Received,Active
Bidvest Noonan  ROI  Limited,Add Members,2026-06-04 09:51:39.637000Z,176434M,Received,Active
Freshways limited Company,Add Members,2026-06-04 09:51:37.344000Z,176432M,Received,Active
mBryonics Limited,Add Members,2026-06-04 09:38:55.651000Z,176420M,Received,Active
Merchants Quay Project Limited,Add Members,2026-06-04 09:38:13.887000Z,176438M,Submitted,Active
Bidvest Noonan  ROI  Limited,Add Members,2026-06-04 09:35:52.839000Z,176434M,Submitted,Active
Freshways limited Company,Add Members,2026-06-04 09:35:09.402000Z,176432M,Submitted,Active
mBryonics Limited,Add Members,2026-06-04 09:19:16.186000Z,176420M,Submitted,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-04 09:03:11.520000Z,176408M,Received,Active
Smartply Europe Limited,Add Members,2026-06-04 09:01:01.075000Z,174561M,Completed,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-04 08:50:04.982000Z,176408M,Submitted,Active
Eakin Healthcare Ltd,Add Members,2026-06-04 08:46:17.382000Z,175108M,Completed,Active
Solenis Ireland Limited,Add Members,2026-06-04 08:39:44.652000Z,176390M,Received,Active
SD Worx Ireland Limited,Add Members,2026-06-04 08:30:28.532000Z,174674M,Completed,Active
Synergy Health Ireland Limited,Add Members,2026-06-04 08:27:44.531000Z,176388M,Received,Active
Solenis Ireland Limited,Add Members,2026-06-04 08:27:40.896000Z,176384M,Received,Active
Solenis Ireland Limited,Add Members,2026-06-04 08:16:27.471000Z,176390M,Submitted,Active
Synergy Health Ireland Limited,Add Members,2026-06-04 08:12:25.650000Z,176388M,Submitted,Active
Solenis Ireland Limited,Add Members,2026-06-04 08:08:59.798000Z,176384M,Submitted,Active
Irish Life,Add Members,2026-06-04 08:07:25.103000Z,174571M,Completed,Active
Irish Life,Add Members,2026-06-03 16:55:20.434000Z,167747M,Completed,Active
Irish Life,Add Members,2026-06-03 16:25:35.631000Z,176186M,Received,Active
Mars Foods Ireland Ltd,Add Members,2026-06-03 16:13:18.778000Z,176173M,Received,Active
Toasttab Ireland Limited,Add Members,2026-06-03 16:13:18.369000Z,176178M,Received,Active
Tara Agnew WMA,Add Members,2026-06-03 16:13:12.030000Z,176176M,Received,Active
Irish Life,Add Members,2026-06-03 16:12:05.276000Z,176186M,Submitted,Active
Toasttab Ireland Limited,Add Members,2026-06-03 15:52:59.107000Z,176178M,Submitted,Active
Tara Agnew WMA,Add Members,2026-06-03 15:51:22.894000Z,176176M,Submitted,Active
Mars Foods Ireland Ltd,Add Members,2026-06-03 15:49:21.291000Z,176173M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 15:46:52.588000Z,176148M,Received,Active
Glennon Employee Benefits,Add Members,2026-06-03 15:46:46.972000Z,176151M,Received,Active
Open Text Ireland Ltd,Add Members,2026-06-03 15:32:34.265000Z,176142M,Received,Active
Glennon Employee Benefits,Add Members,2026-06-03 15:17:42.551000Z,176151M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 15:16:42.611000Z,176148M,Submitted,Active
Irish Life,Add Members,2026-06-03 15:13:08.857000Z,175524M,Completed,Active
Open Text Ireland Ltd,Add Members,2026-06-03 15:05:04.896000Z,176142M,Submitted,Active
Mars Foods Ireland Ltd,Add Members,2026-06-03 15:00:30.445000Z,176124M,Received,Active
Moyglare Stud Farm,Add Members,2026-06-03 14:47:37.746000Z,176119M,Received,Active
Vera Financial DAC,Add Members,2026-06-03 14:47:36.111000Z,176122M,Received,Active
Open Text Ireland Ltd,Add Members,2026-06-03 14:47:35.552000Z,176111M,Received,Active
WTW,Add Members,2026-06-03 14:47:30.239000Z,176118M,Received,Active
Orsted Onshore Ireland Holdings Limited,Add Members,2026-06-03 14:47:29.919000Z,176112M,Received,Active
Lam Research Ireland Ltd,Add Members,2026-06-03 14:47:29.400000Z,176110M,Received,Active
Mars Foods Ireland Ltd,Add Members,2026-06-03 14:37:10.164000Z,176124M,Submitted,Active
MMPI,Add Members,2026-06-03 14:34:40.846000Z,176105M,Received,Active
Unio Employee Benefits,Add Members,2026-06-03 14:34:39.518000Z,176104M,Received,Active
Unio Employee Benefits,Add Members,2026-06-03 14:34:36.014000Z,176101M,Received,Active
St Josephs Foundation,Add Members,2026-06-03 14:34:30.831000Z,176097M,Received,Active
St Josephs Foundation,Add Members,2026-06-03 14:34:29.227000Z,176093M,Received,Active
St Josephs Foundation,Add Members,2026-06-03 14:34:22.570000Z,176094M,Received,Active
Mars Foods Ireland Ltd,Add Members,2026-06-03 14:34:21.117000Z,176095M,Received,Active
Vera Financial DAC,Add Members,2026-06-03 14:32:24.246000Z,176122M,Submitted,Active
Moyglare Stud Farm,Add Members,2026-06-03 14:29:00.688000Z,176119M,Submitted,Active
WTW,Add Members,2026-06-03 14:28:51.424000Z,176118M,Submitted,Active
Orsted Onshore Ireland Holdings Limited,Add Members,2026-06-03 14:23:18.521000Z,176112M,Submitted,Active
Open Text Ireland Ltd,Add Members,2026-06-03 14:22:07.208000Z,176111M,Submitted,Active
Lam Research Ireland Ltd,Add Members,2026-06-03 14:21:58.420000Z,176110M,Submitted,Active
Society of Saint Vincent De Paul,Add Members,2026-06-03 14:21:09.215000Z,173985M,Completed,Active
MMPI,Add Members,2026-06-03 14:19:18.541000Z,176105M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 14:19:16.074000Z,176104M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 14:15:49.039000Z,176101M,Submitted,Active
St Josephs Foundation,Add Members,2026-06-03 14:13:56.235000Z,176097M,Submitted,Active
Mars Foods Ireland Ltd,Add Members,2026-06-03 14:13:18.038000Z,176095M,Submitted,Active
St Josephs Foundation,Add Members,2026-06-03 14:12:59.865000Z,176094M,Submitted,Active
St Josephs Foundation,Add Members,2026-06-03 14:12:04.705000Z,176093M,Submitted,Active
FNZ Europe,Add Members,2026-06-03 14:01:42.125000Z,174015M,Completed,Active
Kerrigan Sheanon Newman Unlimited Company,Add Members,2026-06-03 13:46:07.212000Z,173937M,Completed,Active
Oneview Limited,Add Members,2026-06-03 13:43:36.509000Z,176048M,Received,Active
Savills,Add Members,2026-06-03 13:43:31.434000Z,176041M,Received,Active
Unio Employee Benefits,Add Members,2026-06-03 13:43:31.386000Z,176047M,Received,Active
Unio Employee Benefits,Add Members,2026-06-03 13:43:30.732000Z,176040M,Received,Active
Savills,Add Members,2026-06-03 13:43:29.714000Z,176038M,Received,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-03 13:43:24.264000Z,176037M,Received,Active
Oneview Limited,Add Members,2026-06-03 13:30:05.475000Z,176048M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 13:29:48.353000Z,176047M,Submitted,Active
Savills,Add Members,2026-06-03 13:26:01.960000Z,176041M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 13:25:24.599000Z,176040M,Submitted,Active
Savills,Add Members,2026-06-03 13:23:00.419000Z,176038M,Submitted,Active
Roadstone Limited,Add Members,2026-06-03 13:22:41.494000Z,174233M,Completed,Active
NFP Ireland Consultants Ltd,Add Members,2026-06-03 13:22:28.009000Z,176037M,Submitted,Active
Tandem Project Management Limited,Add Members,2026-06-03 13:09:02.492000Z,173988M,Cancelled,Active
Remote Technology Services Ltd,Add Members,2026-06-03 13:03:36.495000Z,176007M,Received,Active
Unio Employee Benefits,Add Members,2026-06-03 13:03:34.271000Z,176014M,Received,Active
Boxmore Plastics Limited,Add Members,2026-06-03 12:50:17.048000Z,173911M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-03 12:47:32.141000Z,176014M,Submitted,Active
Remote Technology Services Ltd,Add Members,2026-06-03 12:38:02.015000Z,176007M,Submitted,Active
Unio Employee Benefits,Add Members,2026-06-03 12:37:00.460000Z,175993M,Received,Active
Unio Employee Benefits,Add Members,2026-06-03 12:11:56.416000Z,175993M,Submitted,Active
Boxmore Plastics Limited,Add Members,2026-06-03 11:46:10.686000Z,173903M,Completed,Active
Unio Employee Benefits,Add Members,2026-06-03 11:41:03.647000Z,173927M,Completed,Active
